CD_CLI,ID_TEL,TELEFONE,TEL_PREFERENCIAL
2671,2671,(99) 97119-1651,1
2672,2672,(00) 97380-4832,1
2673,2673,(63) 97988-5992,1
2673,2674,(06) 98434-5723,0
2675,2675,(78) 99160-3453,1
2676,2676,(11) 97702-6147,1
2677,2677,(72) 97538-6683,1
2678,2678,(94) 98670-8993,1
2679,2679,(41) 97084-6481,1
2680,2680,(35) 97780-3421,1
2682,2682,(10) 99259-3972,1
2683,2683,(69) 98408-3289,1
2684,2684,(41) 98783-8036,1
2685,2685,(55) 98641-8254,1
2686,2686,(45) 99498-6842,1
2688,2688,(34) 97885-9734,1
2689,2689,(65) 99815-4751,1
2690,2690,(06) 98864-4051,1
2691,2691,(79) 98401-7721,1
2692,2692,(22) 98243-4850,1
2693,2693,(30) 98616-5495,1
2694,2694,(79) 97904-1808,1
2695,2695,(89) 99659-5717,1
2696,2696,(20) 97953-2860,1
2697,2697,(76) 99264-4134,1
2699,2699,(63) 99448-2896,1
2700,2700,(98) 97221-9167,1
2701,2701,(42) 98533-3964,1
2702,2702,(81) 99073-7568,1
2702,2703,(89) 97215-6581,0
2705,2705,(43) 99470-3530,1
2706,2706,(44) 97762-8627,1
2707,2707,(49) 98731-3321,1
2708,2708,(63) 98605-3384,1
2709,2709,(24) 97768-3173,1
2710,2710,(21) 99926-7514,1
2711,2711,(26) 97011-8095,1
2712,2712,(57) 99022-0741,1
2713,2713,(83) 97734-4078,1
2714,2714,(08) 97121-3692,1
2715,2715,(98) 99926-8097,1
2716,2716,(91) 98293-2283,1
2717,2717,(47) 98575-6348,1
2718,2718,(57) 97621-8099,1
2719,2719,(82) 99953-0544,1
2720,2720,(76) 97193-5918,1
2721,2721,(27) 97274-1771,1
2722,2722,(02) 97034-6290,1
2723,2723,(33) 98900-9934,1
2724,2724,(54) 97919-6667,1
2725,2725,(42) 98683-7564,1
2726,2726,(81) 99090-1915,1
2727,2727,(40) 99041-8001,1
2728,2728,(83) 97465-9988,1
2729,2729,(54) 99089-6162,1
2730,2730,(42) 98999-4821,1
2731,2731,(24) 97299-7758,1
2733,2733,(63) 99481-0355,1
2734,2734,(42) 98483-5780,1
2736,2736,(07) 97331-0203,1
2737,2737,(12) 98594-4219,1
2738,2738,(41) 97910-3486,1
2739,2739,(28) 98520-3730,1
2740,2740,(15) 97122-9264,1
2741,2741,(20) 99107-3012,1
2742,2742,(39) 97647-4969,1
2743,2743,(71) 98968-8500,1
2744,2744,(75) 98244-7652,1
2745,2745,(13) 97960-5593,1
2746,2746,(16) 98830-2008,1
2747,2747,(77) 98980-4702,1
2749,2749,(37) 99449-5836,1
2750,2750,(31) 98153-2263,1
2751,2751,(95) 97283-3228,1
2752,2752,(28) 98198-7267,1
2753,2753,(39) 97355-2829,1
2754,2754,(46) 99423-2144,1
2755,2755,(71) 97915-5805,1
2756,2756,(40) 97901-9761,1
2757,2757,(52) 99733-3868,1
2758,2758,(09) 98813-7109,1
2759,2759,(01) 99767-6627,1
2760,2760,(44) 98683-4979,1
2761,2761,(14) 97955-2958,1
2762,2762,(71) 98525-1451,1
2763,2763,(87) 99235-7637,1
2764,2764,(97) 98827-4965,1
2765,2765,(64) 98017-8972,1
2766,2766,(96) 98768-5444,1
2767,2767,(54) 98156-8153,1
2768,2768,(00) 99511-3431,1
2769,2769,(23) 97666-4097,1
2770,2770,(96) 99552-0503,1
2771,2771,(57) 98534-2277,1
2772,2772,(32) 98234-6856,1
2773,2773,(00) 99625-6000,1
2774,2774,(54) 99616-4089,1
2775,2775,(28) 97999-9218,1
2776,2776,(49) 97464-6689,1
2777,2777,(90) 98859-1645,1
2778,2778,(98) 97463-5689,1
2779,2779,(71) 99396-4462,1
2780,2780,(72) 97837-4680,1
2781,2781,(34) 97963-6911,1
2781,2782,(21) 99805-1051,0
2783,2783,(15) 99393-4578,1
2784,2784,(73) 97328-1099,1
2784,2785,(35) 97192-5171,0
2786,2786,(12) 98103-1022,1
2788,2788,(73) 98644-3741,1
2788,2789,(52) 99213-1427,0
2790,2790,(09) 97777-8384,1
2791,2791,(88) 98787-4177,1
2792,2792,(23) 98363-6230,1
2793,2793,(30) 99242-5077,1
2794,2794,(57) 98687-4192,1
2795,2795,(44) 98368-0960,1
2796,2796,(92) 99945-9052,1
2797,2797,(99) 99613-9969,1
2798,2798,(15) 97449-2779,1
2799,2799,(93) 98676-1525,1
2799,2800,(64) 99022-6432,0
2801,2801,(85) 98910-1857,1
2802,2802,(40) 98137-5278,1
2804,2804,(91) 97298-1524,1
2805,2805,(35) 98442-5095,1
2805,2806,(77) 97706-5521,0
2808,2808,(21) 98203-4018,1
2809,2809,(23) 98705-0112,1
2810,2810,(21) 97031-9567,1
2811,2811,(53) 97623-1033,1
2812,2812,(12) 98095-5470,1
2813,2813,(57) 99460-5916,1
2814,2814,(98) 99126-7582,1
2815,2815,(04) 99152-7975,1
2816,2816,(07) 99883-5975,1
2818,2818,(33) 98898-7424,1
2819,2819,(49) 99629-6311,1
2820,2820,(30) 99739-9383,1
2822,2822,(37) 98199-7040,1
2823,2823,(05) 98006-5227,1
2824,2824,(96) 97187-1606,1
2825,2825,(33) 99578-2740,1
2826,2826,(76) 97054-4148,1
2827,2827,(62) 99347-0995,1
2828,2828,(57) 99957-9353,1
2829,2829,(66) 98535-4832,1
2830,2830,(69) 99416-4593,1
2831,2831,(00) 99867-2738,1
2832,2832,(57) 98264-1995,1
2833,2833,(03) 99705-1920,1
2834,2834,(38) 98736-7717,1
2835,2835,(94) 98841-5201,1
2837,2837,(73) 97014-1004,1
2838,2838,(57) 99912-1038,1
2839,2839,(99) 98654-8021,1
2840,2840,(01) 97000-7099,1
2841,2841,(27) 99190-1034,1
2842,2842,(03) 98740-3455,1
2843,2843,(02) 97585-8067,1
2844,2844,(57) 99312-7181,1
2845,2845,(47) 98755-4998,1
2846,2846,(79) 98464-8901,1
2848,2848,(66) 97230-2434,1
2849,2849,(78) 97591-5980,1
2850,2850,(11) 98646-2220,1
2851,2851,(12) 97662-0460,1
2851,2852,(50) 98587-0799,0
2853,2853,(91) 99167-5719,1
2854,2854,(47) 97045-3150,1
2854,2855,(34) 98176-8544,0
2857,2857,(37) 99300-1229,1
2857,2858,(53) 99846-0692,0
2859,2859,(12) 97685-6492,1
2860,2860,(48) 99494-2717,1
2861,2861,(35) 97541-1600,1
2862,2862,(81) 98726-1972,1
2864,2864,(38) 97022-5067,1
2866,2866,(24) 99706-5058,1
2867,2867,(31) 99237-2266,1
2868,2868,(06) 98812-3582,1
2869,2869,(82) 97240-8571,1
2870,2870,(00) 99260-5116,1
2871,2871,(71) 99362-4269,1
2872,2872,(32) 99231-5627,1
2873,2873,(50) 97695-5786,1
2874,2874,(27) 98841-7193,1
2874,2875,(23) 98618-5521,0
2877,2877,(00) 97689-3035,1
2878,2878,(60) 99202-8426,1
2879,2879,(74) 99147-0396,1
2880,2880,(02) 99185-0796,1
2881,2881,(33) 98559-3475,1
2882,2882,(77) 98072-8655,1
2883,2883,(92) 99788-2533,1
2884,2884,(70) 98421-6660,1
2885,2885,(57) 97262-6328,1
2886,2886,(94) 98380-4535,1
2887,2887,(36) 99636-0182,1
2888,2888,(10) 98996-6777,1
2889,2889,(55) 97909-2562,1
2890,2890,(04) 98206-6385,1
2891,2891,(94) 98683-4465,1
2892,2892,(16) 97095-5554,1
2892,2893,(95) 99043-0233,0
2894,2894,(36) 97790-6190,1
2896,2896,(08) 99763-1577,1
2897,2897,(14) 98369-2502,1
2900,2900,(68) 99843-8173,1
2901,2901,(76) 99522-4303,1
2902,2902,(78) 98277-3417,1
2903,2903,(77) 97554-3853,1
2904,2904,(55) 97979-1614,1
2905,2905,(09) 99088-2418,1
2906,2906,(47) 99170-8735,1
2908,2908,(36) 99909-6290,1
2909,2909,(06) 97574-9159,1
2910,2910,(97) 98459-7534,1
2911,2911,(28) 98908-9429,1
2912,2912,(54) 99634-7928,1
2913,2913,(87) 99613-3891,1
2914,2914,(53) 98675-7313,1
2915,2915,(05) 97779-1174,1
2916,2916,(11) 99244-9060,1
2917,2917,(91) 97073-5361,1
2918,2918,(93) 99595-5381,1
2919,2919,(36) 97028-4725,1
2920,2920,(95) 99379-4467,1
2920,2921,(96) 97355-4830,0
2922,2922,(86) 97488-4324,1
2923,2923,(58) 98284-5035,1
2924,2924,(76) 99320-4027,1
2925,2925,(68) 97496-0877,1
2926,2926,(64) 99004-0846,1
2927,2927,(74) 98652-1152,1
2928,2928,(46) 99044-0753,1
2929,2929,(91) 97558-5751,1
2930,2930,(23) 97879-9684,1
2931,2931,(47) 99679-4467,1
2932,2932,(57) 97321-4954,1
2933,2933,(96) 98357-8448,1
2934,2934,(04) 97208-9068,1
2935,2935,(76) 99605-0456,1
2936,2936,(36) 98713-1773,1
2937,2937,(16) 99337-8474,1
2938,2938,(04) 98095-6090,1
2939,2939,(09) 97698-3928,1
2940,2940,(09) 97985-3513,1
2941,2941,(54) 99748-5517,1
2942,2942,(45) 97995-6987,1
2943,2943,(58) 99672-6810,1
2944,2944,(09) 98777-7018,1
2946,2946,(33) 99066-9599,1
2948,2948,(27) 97960-7288,1
2950,2950,(23) 97163-1521,1
2950,2951,(27) 99969-4972,0
2952,2952,(13) 99091-5751,1
2953,2953,(53) 97302-6895,1
2954,2954,(03) 99101-8090,1
2955,2955,(24) 99091-4590,1
2956,2956,(60) 99361-2186,1
2957,2957,(72) 97211-6537,1
2959,2959,(48) 98502-2041,1
2960,2960,(07) 97910-6818,1
2961,2961,(25) 97373-5023,1
2962,2962,(21) 97676-6013,1
2963,2963,(84) 97722-0489,1
2964,2964,(87) 98185-5370,1
2965,2965,(30) 97385-3232,1
2966,2966,(44) 98406-7453,1
2967,2967,(67) 97415-9874,1
2968,2968,(29) 97623-3683,1
2969,2969,(31) 98960-2919,1
2970,2970,(75) 98647-8147,1
2971,2971,(35) 99258-0855,1
2971,2973,(45) 99163-1275,0
2974,2974,(79) 99072-7104,1
2975,2975,(14) 97649-7453,1
2976,2976,(59) 99261-3274,1
2977,2977,(38) 98523-0410,1
2978,2978,(80) 99066-1543,1
2979,2979,(28) 98051-3647,1
2980,2980,(24) 99976-0869,1
2981,2981,(17) 99527-2017,1
2983,2983,(04) 98357-9762,1
2984,2984,(87) 99808-3464,1
2985,2985,(64) 99512-3500,1
2985,2986,(06) 97130-5161,0
2987,2987,(48) 99669-8361,1
2990,2990,(91) 97531-4549,1
2991,2991,(66) 98745-0357,1
2991,2992,(20) 98851-1833,0
2993,2993,(89) 98700-5577,1
2993,2994,(51) 98590-9333,0
2995,2995,(51) 99581-2163,1
2995,2996,(39) 98647-9924,0
2997,2997,(75) 97800-1421,1
2998,2998,(91) 98490-7804,1
2999,2999,(64) 97994-4200,1
3000,3000,(41) 97163-7669,1
3001,3001,(51) 99716-0802,1
3001,3002,(56) 97971-2357,0
3003,3003,(23) 99220-1487,1
3004,3004,(17) 98853-7368,1
3005,3005,(91) 99636-5982,1
3006,3006,(21) 98028-9617,1
3008,3008,(17) 98639-1469,1
3009,3009,(90) 99675-2301,1
3010,3010,(50) 99336-2572,1
3011,3011,(48) 97991-9678,1
3012,3012,(44) 99723-5951,1
3012,3013,(95) 98300-7131,0
3014,3014,(36) 99294-3143,1
3015,3015,(64) 97523-3276,1
3016,3016,(81) 98846-0746,1
3017,3017,(98) 98333-2596,1
3018,3018,(22) 97456-0524,1
3019,3019,(53) 98911-7122,1
3020,3020,(37) 99408-5257,1
3021,3021,(03) 98947-8878,1
3022,3022,(58) 97493-3184,1
3023,3023,(52) 97527-1217,1
3025,3025,(24) 98512-5237,1
3026,3026,(19) 98665-7078,1
3027,3027,(38) 99875-8902,1
3028,3028,(70) 97653-2461,1
3029,3029,(81) 98659-9967,1
3031,3031,(36) 97373-5065,1
3032,3032,(07) 99983-4581,1
3033,3033,(09) 97651-2028,1
3034,3034,(46) 98678-3039,1
3035,3035,(81) 97882-4993,1
3036,3036,(89) 98808-0110,1
3038,3038,(71) 97152-0537,1
3039,3039,(96) 98878-9367,1
3040,3040,(41) 99370-0699,1
3041,3041,(20) 99521-8367,1
3042,3042,(44) 99670-6473,1
3043,3043,(84) 99018-7793,1
3044,3044,(98) 98786-0204,1
3045,3045,(09) 98468-6332,1
3046,3046,(44) 97534-9184,1
3048,3048,(19) 98454-3018,1
3049,3049,(17) 98424-4247,1
3050,3050,(41) 97498-1940,1
3052,3052,(06) 98795-3126,1
3053,3053,(97) 98712-2965,1
3055,3055,(41) 98281-0017,1
3056,3056,(77) 98798-2462,1
3057,3057,(14) 97242-6390,1
3058,3058,(81) 98736-6147,1
3059,3059,(07) 97602-7036,1
3060,3060,(35) 99069-0247,1
3061,3061,(57) 99268-4948,1
3062,3062,(71) 99499-5094,1
3063,3063,(80) 98972-6736,1
3064,3064,(30) 98458-2518,1
3065,3065,(91) 97089-7549,1
3066,3066,(15) 97235-3012,1
3067,3067,(42) 97867-0395,1
3068,3068,(01) 99436-3146,1
3069,3069,(14) 99555-4300,1
3070,3070,(04) 99161-6308,1
3071,3071,(34) 97377-1611,1
3072,3072,(50) 99220-8908,1
3073,3073,(84) 97625-7520,1
3075,3075,(32) 99198-6186,1
3075,3076,(01) 98560-2841,0
3077,3077,(55) 98955-9491,1
3078,3078,(78) 98101-3589,1
3079,3079,(82) 98050-1483,1
3080,3080,(98) 97044-5704,1
3081,3081,(36) 98909-3092,1
3081,3082,(06) 97175-9134,0
3083,3083,(26) 99325-0488,1
3084,3084,(85) 97472-8860,1
3085,3085,(09) 97718-7694,1
3086,3086,(45) 99384-1319,1
3087,3087,(00) 98612-4905,1
3088,3088,(58) 98112-3069,1
3090,3090,(86) 98526-5505,1
3091,3091,(62) 99208-7921,1
3092,3092,(71) 99447-4576,1
3093,3093,(78) 98820-9632,1
3094,3094,(08) 97934-8677,1
3096,3096,(14) 98898-2934,1
3097,3097,(15) 97643-3366,1
3097,3098,(57) 98964-5583,0
3099,3099,(42) 98930-7061,1
3100,3100,(64) 99291-6900,1
3100,3101,(56) 99010-0896,0
3102,3102,(20) 98215-7768,1
3103,3103,(82) 97629-9744,1
3104,3104,(80) 99017-0990,1
3105,3105,(29) 99213-8278,1
3106,3106,(73) 97947-6612,1
3107,3107,(92) 99030-7610,1
3108,3108,(60) 99160-5587,1
3109,3109,(49) 98210-1461,1
3111,3111,(13) 97282-6041,1
3112,3112,(45) 99898-4162,1
3113,3113,(94) 98193-5941,1
3113,3114,(85) 98193-4846,0
3115,3115,(43) 98050-3653,1
3116,3116,(18) 99569-6608,1
3117,3117,(28) 98771-8214,1
3118,3118,(05) 99263-7807,1
3119,3119,(49) 99435-8769,1
3120,3120,(87) 98642-5435,1
3121,3121,(87) 99028-3528,1
3122,3122,(08) 98435-4501,1
3123,3123,(38) 98002-1797,1
3124,3124,(97) 98852-4159,1
3125,3125,(72) 98233-7867,1
3126,3126,(50) 98653-1237,1
3127,3127,(42) 99228-5167,1
3128,3128,(44) 98653-8915,1
3129,3129,(63) 99370-3440,1
3130,3130,(50) 97560-2350,1
3131,3131,(52) 97119-6136,1
3132,3132,(61) 99119-4163,1
3133,3133,(33) 99769-1946,1
3134,3134,(60) 97085-6225,1
3134,3136,(71) 99265-3963,0
3137,3137,(66) 97563-8371,1
3138,3138,(50) 99921-0845,1
3139,3139,(87) 97975-5182,1
3140,3140,(52) 98494-2943,1
3141,3141,(24) 99384-2446,1
3142,3142,(62) 97810-4016,1
3143,3143,(01) 98797-4797,1
3143,3145,(71) 99713-8647,0
3146,3146,(54) 98818-8290,1
3146,3147,(96) 99564-1200,0
3148,3148,(74) 99455-0208,1
3149,3149,(52) 98236-3001,1
3149,3150,(24) 98416-8387,0
3151,3151,(28) 97997-0249,1
3152,3152,(94) 98618-8038,1
3154,3154,(10) 98536-0301,1
3154,3155,(85) 97382-7052,0
3156,3156,(52) 98571-4847,1
3157,3157,(67) 97435-3790,1
3158,3158,(64) 98004-6195,1
3159,3159,(99) 98309-5947,1
3159,3160,(59) 98719-9130,0
3161,3161,(03) 97206-9208,1
3162,3162,(91) 98446-0132,1
3163,3163,(22) 97227-4927,1
3164,3164,(31) 98148-0270,1
3166,3166,(26) 97455-1955,1
3166,3169,(22) 97915-3537,0
3170,3170,(32) 99860-7811,1
3172,3172,(44) 99513-7680,1
3172,3173,(25) 98656-0985,0
3174,3174,(91) 97146-5993,1
3175,3175,(78) 97668-6266,1
3175,3176,(19) 98951-1440,0
3177,3177,(26) 98872-7497,1
3177,3178,(33) 99484-3238,0
3179,3179,(43) 99581-5286,1
3180,3180,(57) 98783-5685,1
3181,3181,(28) 97078-0635,1
3182,3182,(60) 99515-2684,1
3183,3183,(77) 98102-1002,1
3184,3184,(65) 97538-6298,1
3185,3185,(63) 99636-9230,1
3186,3186,(05) 99759-9539,1
3187,3187,(10) 99422-3995,1
3187,3188,(22) 99905-8184,0
3189,3189,(30) 98346-0343,1
3189,3190,(93) 98178-1818,0
3191,3191,(63) 98696-3739,1
3192,3192,(61) 99221-2840,1
3193,3193,(98) 99296-2212,1
3194,3194,(84) 97986-0414,1
3195,3195,(96) 98860-0394,1
3196,3196,(41) 98444-2918,1
3198,3198,(35) 98716-4045,1
3199,3199,(64) 97199-8271,1
3199,3200,(46) 97252-1614,0
3201,3201,(01) 97159-9706,1
3202,3202,(89) 97145-6340,1
3203,3203,(68) 98919-3800,1
3204,3204,(90) 99346-6337,1
3206,3206,(88) 98372-3894,1
3207,3207,(05) 97881-4865,1
3208,3208,(87) 97556-0486,1
3209,3209,(94) 98482-9531,1
3211,3211,(09) 97459-2059,1
3211,3212,(40) 99476-1342,0
3214,3214,(85) 98126-8023,1
3215,3215,(16) 99859-8389,1
3216,3216,(46) 97088-8842,1
3216,3217,(88) 99369-8484,0
3218,3218,(82) 97392-3135,1
3219,3219,(77) 99915-0492,1
3220,3220,(66) 99673-4560,1
3220,3221,(59) 99735-5505,0
3222,3222,(47) 99132-8504,1
3223,3223,(84) 98249-9140,1
3224,3224,(41) 99632-4343,1
3225,3225,(53) 99295-1955,1
3226,3226,(42) 97959-6974,1
3227,3227,(50) 97228-4256,1
3229,3229,(61) 98661-2582,1
3229,3230,(40) 97754-6210,0
3230,3231,(76) 97205-9383,1
3232,3232,(86) 98869-3099,1
3233,3233,(19) 99933-5436,1
3234,3234,(77) 97818-5905,1
3235,3235,(27) 99817-9111,1
3236,3236,(46) 99864-7261,1
3237,3237,(04) 98614-7871,1
3238,3238,(53) 97818-1210,1
3239,3239,(09) 97314-7651,1
3240,3240,(74) 97747-9159,1
3241,3241,(95) 98096-2379,1
3242,3242,(37) 97743-0757,1
3244,3244,(88) 97948-3927,1
3245,3245,(23) 98181-3063,1
3246,3246,(84) 97827-6809,1
3247,3247,(48) 98660-2599,1
3248,3248,(35) 98797-2706,1
3249,3249,(31) 98243-6030,1
3250,3250,(34) 99107-6630,1
3251,3251,(90) 98358-6886,1
3252,3252,(22) 99897-3334,1
3253,3253,(40) 99243-8234,1
3254,3254,(76) 97362-8973,1
3256,3256,(48) 97523-5442,1
3257,3257,(87) 97685-6965,1
3258,3258,(68) 97498-0579,1
3258,3259,(10) 99925-9788,0
3260,3260,(39) 99394-3039,1
3260,3261,(57) 98839-1813,0
3262,3262,(50) 98769-9423,1
3263,3263,(17) 99198-4479,1
3264,3264,(40) 97057-0639,1
3265,3265,(22) 99947-1485,1
3266,3266,(89) 98982-6237,1
3267,3267,(68) 97928-7089,1
3268,3268,(28) 99923-7807,1
3269,3269,(51) 98317-2593,1
3270,3270,(23) 97980-2086,1
3271,3271,(23) 98193-3828,1
3273,3273,(10) 98633-8622,1
3274,3274,(23) 99172-3770,1
3275,3275,(52) 99174-5332,1
3275,3277,(11) 98197-9737,0
3278,3278,(05) 97642-2676,1
3279,3279,(23) 99928-9272,1
3280,3280,(22) 98124-8784,1
3281,3281,(09) 97697-2812,1
3281,3282,(12) 98600-7642,0
3283,3283,(45) 99347-7287,1
3284,3284,(09) 99905-0912,1
3285,3285,(05) 98789-0006,1
3286,3286,(18) 99703-8149,1
3287,3287,(78) 99265-3321,1
3288,3288,(37) 99204-8329,1
3289,3289,(22) 99246-3131,1
3290,3290,(36) 99352-4011,1
3291,3291,(27) 97595-1424,1
3293,3293,(06) 98674-9807,1
3293,3294,(94) 98553-2305,0
3295,3295,(19) 97986-8301,1
3296,3296,(60) 98678-5614,1
3298,3298,(30) 98866-7816,1
3301,3301,(93) 97422-8031,1
3302,3302,(96) 97448-4999,1
3304,3304,(94) 99894-8161,1
3306,3306,(70) 98253-8489,1
3306,3307,(73) 98551-5009,0
3308,3308,(18) 97777-9842,1
3309,3309,(12) 97739-5246,1
3310,3310,(84) 98542-9486,1
3310,3311,(37) 98243-5558,0
3312,3312,(10) 99006-1109,1
3313,3313,(43) 97464-1950,1
3313,3314,(49) 98587-8360,0
3315,3315,(51) 98886-1908,1
3316,3316,(73) 99408-2984,1
3317,3317,(54) 97902-3301,1
3318,3318,(19) 98940-3923,1
3319,3319,(67) 98601-6017,1
3320,3320,(99) 98130-1884,1
3321,3321,(87) 97395-2073,1
3322,3322,(02) 99044-6447,1
3323,3323,(64) 99987-5016,1
3324,3324,(55) 99289-1540,1
3325,3325,(96) 99644-0966,1
3327,3327,(36) 97188-9846,1
3328,3328,(87) 97136-8182,1
3329,3329,(30) 98245-7501,1
3329,3330,(99) 97464-6455,0
3331,3331,(16) 98748-0500,1
3332,3332,(95) 99564-8032,1
3333,3333,(90) 99574-0750,1
3334,3334,(41) 99176-6021,1
3335,3335,(91) 98947-9540,1
3336,3336,(88) 98732-1134,1
3337,3337,(57) 97665-0028,1
3338,3338,(78) 99089-7904,1
3339,3339,(79) 99269-9603,1
3340,3340,(74) 97355-1235,1
3341,3341,(67) 98353-7470,1
3342,3342,(15) 98571-3033,1
3343,3343,(62) 98724-4112,1
3345,3345,(08) 99903-6974,1
3347,3347,(43) 97236-1370,1
3348,3348,(66) 99494-6559,1
3350,3350,(88) 97651-6402,1
3351,3351,(58) 98869-4720,1
3352,3352,(09) 98855-6008,1
3353,3353,(33) 99982-3169,1
3354,3354,(39) 99416-7568,1
3354,3355,(42) 98971-3698,0
3356,3356,(46) 99746-5430,1
3357,3357,(99) 98149-6471,1
3358,3358,(62) 98650-5156,1
3359,3359,(81) 99197-8608,1
3360,3360,(76) 99952-9320,1
3361,3361,(45) 99073-5458,1
3362,3362,(88) 99335-5607,1
3363,3363,(66) 99462-5903,1
3364,3364,(00) 99200-6441,1
3365,3365,(44) 97980-4190,1
3366,3366,(68) 98232-1284,1
3367,3367,(26) 97157-2911,1
3368,3368,(09) 97085-0987,1
3369,3369,(79) 98607-7017,1
3370,3370,(91) 97352-0647,1
3371,3371,(54) 99174-8245,1
3372,3372,(72) 97050-6140,1
3373,3373,(79) 99991-2317,1
3373,3374,(30) 98702-2770,0
3375,3375,(66) 99984-3723,1
3376,3376,(95) 98659-4446,1
3377,3377,(72) 97578-1049,1
3378,3378,(02) 98079-4005,1
3379,3379,(87) 97519-4661,1
3380,3380,(53) 99903-4596,1
3381,3381,(90) 97773-5150,1
3382,3382,(08) 97353-2816,1
3383,3383,(93) 98521-6685,1
3384,3384,(15) 98497-6991,1
3385,3385,(34) 98564-4640,1
3386,3386,(82) 98815-2177,1
3387,3387,(84) 97858-9592,1
3387,3388,(80) 99208-4590,0
3389,3389,(74) 99525-5326,1
3390,3390,(83) 98794-0817,1
3391,3391,(91) 98713-8935,1
3392,3392,(74) 99621-0817,1
3393,3393,(77) 99758-1148,1
3394,3394,(05) 97733-7466,1
3395,3395,(33) 97560-5781,1
3397,3397,(19) 97057-9470,1
3398,3398,(89) 99035-5987,1
3399,3399,(70) 98960-2080,1
3400,3400,(38) 97892-2379,1
3402,3402,(75) 99811-4912,1
3403,3403,(38) 98398-9104,1
3403,3404,(76) 99459-7416,0
3405,3405,(22) 98841-5641,1
3406,3406,(79) 98173-6233,1
3407,3407,(69) 99683-9055,1
3408,3408,(54) 97215-5424,1
3409,3409,(68) 97911-2268,1
3410,3410,(50) 99464-2583,1
3411,3411,(76) 99493-9196,1
3412,3412,(52) 98673-2017,1
3413,3413,(35) 99037-3426,1
3414,3414,(48) 97161-5285,1
3415,3415,(35) 97729-2493,1
3416,3416,(55) 97657-8250,1
3418,3418,(26) 98186-6909,1
3419,3419,(87) 98232-5085,1
3419,3421,(76) 97257-0614,0
3421,3422,(09) 99274-1700,1
3423,3423,(27) 98796-0984,1
3425,3425,(97) 97959-8365,1
3426,3426,(15) 99236-8291,1
3427,3427,(87) 97203-5054,1
3428,3428,(54) 97413-7994,1
3428,3429,(41) 98104-0399,0
3430,3430,(53) 97530-5944,1
3431,3431,(30) 98184-9380,1
3432,3432,(63) 99817-7624,1
3434,3434,(46) 99614-3511,1
3435,3435,(62) 99972-2895,1
3436,3436,(33) 97535-4472,1
3436,3438,(06) 99838-6162,0
3439,3439,(11) 98143-7611,1
3440,3440,(21) 99800-4968,1
3441,3441,(93) 97880-9232,1
3442,3442,(21) 97820-1736,1
3443,3443,(98) 97474-5094,1
3444,3444,(00) 98176-5958,1
3445,3445,(05) 98872-8267,1
3446,3446,(98) 97045-3043,1
3447,3447,(23) 99215-4665,1
3448,3448,(23) 99779-3783,1
3449,3449,(35) 99303-9137,1
3450,3450,(73) 98938-7535,1
3451,3451,(07) 97938-6417,1
3453,3453,(93) 98871-5583,1
3454,3454,(54) 97198-6093,1
3455,3455,(31) 98521-1108,1
3456,3456,(11) 98423-0166,1
3457,3457,(83) 97657-1316,1
3458,3458,(72) 99570-1392,1
3459,3459,(36) 97851-8837,1
3460,3460,(16) 99629-2397,1
3461,3461,(70) 98974-0358,1
3462,3462,(31) 97482-2486,1
3462,3463,(51) 99484-6950,0
3464,3464,(81) 99441-3615,1
3466,3466,(67) 97583-7548,1
3467,3467,(26) 97640-0294,1
3468,3468,(76) 99101-5868,1
3469,3469,(13) 99041-2691,1
3470,3470,(16) 98522-5100,1
3471,3471,(79) 98052-6427,1
3472,3472,(64) 97915-0215,1
3472,3473,(65) 98942-6599,0
3474,3474,(76) 97039-2066,1
3475,3475,(75) 98143-7923,1
3476,3476,(79) 98255-5425,1
3478,3478,(24) 98581-7497,1
3480,3480,(43) 98519-5177,1
3481,3481,(10) 99688-4254,1
3482,3482,(52) 98179-7106,1
3483,3483,(75) 99757-2369,1
3485,3485,(21) 99739-7105,1
3486,3486,(53) 98978-5894,1
3486,3487,(83) 99423-9054,0
3489,3489,(93) 97920-9795,1
3490,3490,(56) 98488-2156,1
3492,3492,(82) 98991-3187,1
3493,3493,(64) 99376-0630,1
3495,3495,(41) 97648-0556,1
3496,3496,(55) 99718-4816,1
3497,3497,(87) 97462-3264,1
3498,3498,(00) 99993-3392,1
3499,3499,(71) 99957-6981,1
3500,3500,(79) 97928-6522,1
3502,3502,(87) 99534-0553,1
3503,3503,(30) 98176-9282,1
3503,3504,(61) 99759-0035,0
3505,3505,(05) 97066-8367,1
3506,3506,(57) 97917-1121,1
3507,3507,(36) 97191-2702,1
3508,3508,(36) 97323-6349,1
3510,3510,(67) 98562-7917,1
3511,3511,(43) 99581-8400,1
3512,3512,(43) 99361-9541,1
3513,3513,(47) 99613-4189,1
3514,3514,(85) 99672-0428,1
3515,3515,(81) 99264-4967,1
3516,3516,(73) 99304-9295,1
3517,3517,(71) 97934-9695,1
3518,3518,(71) 97351-3194,1
3519,3519,(28) 99410-3843,1
3520,3520,(14) 97724-8526,1
3521,3521,(09) 97790-3577,1
3522,3522,(46) 99923-6592,1
3523,3523,(42) 99851-4163,1
3525,3525,(14) 98815-8020,1
3526,3526,(57) 98202-2988,1
3527,3527,(90) 99889-1000,1
3528,3528,(41) 97647-8076,1
3530,3530,(27) 98457-8534,1
3530,3532,(89) 98717-1361,0
