ID,Nome,Gênero,Data_nascimento
1835,Blake Latham,Feminino,06/06/1976
1836,Emma Reynolds,Feminino,26/10/1996
1837,Ramon Latham,Masculino,18/07/1999
1838,Oliver Lindsay,Masculino,06/06/1983
1839,Chester Vaughan,Masculino,27/08/2002
1840,Jessica Lunt,Feminino,28/06/1994
1841,Lucas Kelly,Masculino,04/03/1955
1842,Rowan Rossi,Feminino,18/09/1951
1843,Anabel Samuel,Feminino,01/02/1966
1844,Kendra Kidd,Feminino,21/08/1997
1845,Harry Wigley,Masculino,22/09/1982
1846,Olivia Connell,Feminino,25/02/1944
1847,Daria Norburn,Feminino,09/01/1978
1848,Chris Allington,Masculino,08/06/1937
1849,Penelope Brooks,Feminino,17/06/1957
1850,Lana Hogg,Feminino,28/11/1943
1851,John Saunders,Masculino,18/04/1988
1852,Rufus Carson,Masculino,26/11/1960
1853,Erick Dann,Masculino,18/09/1975
1854,Stephanie Flanders,Feminino,04/04/1973
1855,Livia Addison,Feminino,02/02/1996
1856,Barry Craig,Masculino,06/08/1969
1857,Havana Carpenter,Feminino,30/11/1942
1858,Esmeralda Jacobs,Feminino,06/10/1971
1859,Janelle Hepburn,Feminino,14/04/1977
1860,Maddison Shepherd,Feminino,04/09/1977
1861,Belinda Watt,Feminino,21/02/1991
1862,Sebastian Vallory,Masculino,05/10/1978
1863,Christine Shea,Feminino,07/09/1939
1864,Margot Kirby,Feminino,08/05/1963
1865,Freya Jordan,Feminino,11/06/1959
1866,Harriet Bennett,Feminino,07/07/1995
1867,Hanna Stanley,Feminino,09/07/1945
1868,Sabina Ashwell,Feminino,14/07/1985
1869,Eduardo Wheeler,Masculino,07/01/1980
1870,Mina Reading,Feminino,12/08/2002
1871,Michelle Snow,Feminino,16/05/1962
1872,Abdul Murphy,Masculino,12/02/1978
1873,Harry Wilde,Masculino,29/09/1961
1874,Shannon Brown,Feminino,12/01/1963
1875,Drew Burnley,Feminino,21/08/1974
1876,Tom Malone,Masculino,02/05/1960
1877,Gloria Mooney,Feminino,13/06/1950
1878,Leroy Rose,Masculino,04/07/1947
1879,Rick Oakley,Masculino,06/07/1930
1880,Kieth Morris,Masculino,20/11/1946
1881,Fred Gregory,Masculino,31/05/1943
1882,Renee Paterson,Feminino,23/08/1963
1883,Peyton Martin,Feminino,19/06/1962
1884,Celia Armstrong,Feminino,04/10/1996
1885,Kieth Bennett,Masculino,01/12/1946
1886,Robyn Shea,Feminino,16/11/1978
1887,Christine Knott,Feminino,17/04/1972
1888,Matthew Andrews,Masculino,15/01/1992
1889,Gwen Ebbs,Feminino,04/04/1978
1890,Leah Adler,Feminino,26/12/1937
1891,Aisha Adler,Feminino,26/01/1945
1892,Vera Yard,Feminino,23/11/1972
1893,Audrey Weston,Feminino,16/04/1956
1894,Moira Gilmore,Feminino,04/09/1968
1895,Benny Bayliss,Masculino,08/07/1943
1896,Harvey Jackson,Masculino,16/02/1984
1897,Erick Willis,Masculino,05/12/1934
1898,Stacy Kerr,Feminino,14/12/1974
1899,Bryon Roberts,Masculino,21/09/1937
1900,Manuel Bailey,Masculino,13/01/1998
1901,Bryce Rossi,Feminino,18/11/1935
1902,Vicky Briggs,Feminino,28/10/1968
1903,Chuck Jefferson,Masculino,09/02/1966
1904,Gwen Yates,Feminino,07/04/1941
1905,Martin Uttley,Masculino,25/09/1950
1906,Julian Ingram,Masculino,04/12/1940
1907,Fiona Stone ,Feminino,12/06/1998
1908,Barry Mooney,Masculino,26/04/1962
1909,Luke Craig,Masculino,11/04/1978
1910,Oliver Tyrrell,Masculino,05/12/1964
1911,Denny Alexander,Masculino,19/10/2001
1912,Anne Parsons,Feminino,23/08/1996
1913,Elise Bailey,Feminino,07/07/1942
1914,Helen Jeffery,Feminino,07/08/1937
1915,Madison Ward,Feminino,17/12/1999
1916,Stacy Ring,Feminino,04/06/1970
1917,Danny Kennedy,Masculino,17/03/1995
1918,Sage Antcliff,Feminino,17/02/1932
1919,Bryon Oakley,Masculino,04/07/1956
1920,Chanelle Benson,Feminino,20/04/1981
1921,Matt Johnson,Masculino,18/09/1945
1922,Stella Booth,Feminino,14/04/1939
1923,Cherish Tailor,Feminino,07/05/1984
1924,Johnathan Ross,Masculino,14/07/1950
1925,Meredith Harper,Feminino,13/03/1958
1926,Rylee Ryan,Feminino,10/02/1981
1927,Alexander Mooney,Masculino,09/08/1972
1928,Mona Bingham,Feminino,10/01/1964
1929,Jasmine Rixon,Feminino,08/05/1994
1930,Phillip Ward,Masculino,27/07/2002
1931,Abdul Veale,Masculino,23/06/1941
1932,Camila Tyrrell,Feminino,27/02/2001
1933,Johnny Morris,Masculino,07/06/1937
1934,Alan Lee,Masculino,29/07/1976
1935,Nate Richards,Masculino,08/12/1993
1936,Eduardo Burge,Masculino,29/08/1977
1937,Erick Attwood,Masculino,05/10/1967
1938,Madelyn Emmott,Feminino,18/05/1978
1939,Johnathan Kelly,Masculino,19/09/1940
1940,Roger Poole,Masculino,01/11/1953
1941,Sloane Funnell,Feminino,18/09/1940
1942,Leanne Moore,Feminino,05/12/1974
1943,Blake Davies,Feminino,11/09/1932
1944,Eileen Poole,Feminino,11/09/1955
1945,Johnathan Jenkin,Masculino,04/01/1973
1946,Barry Styles,Masculino,09/08/1963
1947,Bryon Sylvester,Masculino,09/09/1972
1948,Leroy Wilson,Masculino,30/09/1943
1949,Jules Lowe,Feminino,18/06/2001
1950,Barney Hall,Masculino,03/02/1986
1951,Noah Rossi,Masculino,25/09/1934
1952,David Mccormick,Masculino,20/10/1951
1953,Roger Palmer,Masculino,15/01/1957
1954,Marvin Collingwood,Masculino,10/04/1982
1955,Harriet Russell,Feminino,25/08/1975
1956,George Abbot,Masculino,18/10/1953
1957,Zara Yarwood,Feminino,07/09/1948
1958,Vicky Lane,Feminino,29/03/1955
1959,Benjamin Walsh,Masculino,18/05/1974
1960,Ryan Jacobs,Masculino,25/04/1984
1961,Anthony Shaw,Masculino,21/03/1937
1962,Sabrina Payne,Feminino,29/06/1989
1963,Ronald Eaton,Masculino,12/09/1990
1964,Matt Kennedy,Masculino,07/02/1955
1965,Catherine Neville,Feminino,30/09/1976
1966,Liam Coll,Masculino,28/09/1948
1967,Bree Stevens,Feminino,17/10/1963
1968,Carrie James,Feminino,24/08/2000
1969,Russel Tate,Masculino,17/09/1995
1970,Sonya Bentley,Feminino,18/06/1967
1971,Mackenzie Noach,Feminino,08/06/1961
1972,Marilyn Kennedy,Feminino,11/05/1998
1973,Erick Vaughn,Masculino,06/12/1998
1974,Noah Rixon,Masculino,05/10/1962
1975,Katelyn Lewis,Feminino,09/08/1987
1976,Tyler Forth,Masculino,29/10/1970
1977,Ally Hastings,Feminino,06/01/1965
1978,Gwenyth Lewin,Feminino,04/05/1994
1979,Crystal Chapman,Feminino,16/02/1948
1980,Tyson Stewart,Masculino,31/08/1940
1981,Parker Harper,Feminino,19/11/1986
1982,David Wilson,Masculino,07/02/1955
1983,Daron Hood,Masculino,27/02/1980
1984,Rosalee Addley,Feminino,02/08/1937
1985,Daphne Farmer,Feminino,11/01/1981
1986,Celia Morris,Feminino,16/12/1966
1987,Ema Lowe,Feminino,08/05/1975
1988,Mayleen White,Feminino,11/02/1933
1989,Hannah Nanton,Feminino,19/05/1999
1990,Piper Miller,Feminino,19/05/1962
1991,Jennifer Roberts,Feminino,24/12/1972
1992,Kieth Lloyd,Masculino,31/07/1961
1993,Julius Miller,Masculino,18/07/1986
1994,Rocco Turner,Masculino,03/10/2001
1995,Roger Rosenbloom,Masculino,07/05/1969
1996,Audrey Cann,Feminino,17/11/1944
1997,Shay Mason,Feminino,04/09/1948
1998,Lily Walker,Feminino,04/03/1986
1999,Maggie Quinton,Feminino,09/08/1945
2000,Harvey Anderson,Masculino,27/05/1942
