ID_CLI,ID_END,END,CIDADE,UF,CD_MUN_IBGE
1370,1370,"Archery  Boulevard, 5896",Frei Miguelinho,PE,2605806
1371,1371,"Bicknell  Hill, 4202",Sítio do Quinto,BA,2930766
1372,1372,"Church Hill, 3492",Riacho Frio,PI,2208858
1373,1373,"Timber   Grove, 3636",Palmeirante,TO,1715705
1374,1374,"Amwell    Rue, 4800",Ruy Barbosa,RN,2411106
1375,1375,"Cavell   Grove, 4919",Alvorada,RS,4300604
1376,1376,"Lonsdale  Hill, 609",Taquarussu,MS,5007976
1377,1377,"Aberavon  Lane, 6156",Valença do Piauí,PI,2211308
1379,1379,"Burton  Drive, 175",Porto Murtinho,MS,5006903
1380,1380,"Rosewood Tunnel, 9441",Itacarambi,MG,3132107
1381,1381,"Thomas  Grove, 2666",Palmeiras,BA,2923506
1382,1382,"Zealand Alley, 3395",Catuji,MG,3115458
1383,1383,"Adderley   Street, 7728",Materlândia,MG,3140605
1384,1384,"Virgil   Vale, 508",Ipupiara,BA,2914109
1385,1385,"Buttonwood Walk, 8086",Barra do Mendes,BA,2903003
1386,1386,"Catherine  Road, 9064",Saudade do Iguaçu,PR,4126272
1387,1387,"Dunton  Grove, 7803",Capitólio,MG,3112802
1388,1388,"Erindale Street, 8601",Água Clara,MS,5000203
1389,1389,"Underwood  Drive, 809",Capim Grosso,BA,2906873
1390,1390,"Rosewood Pass, 5477",Gentio do Ouro,BA,2911303
1391,1391,"Empress  Boulevard, 6339",Morro Reuter,RS,4312476
1393,1393,"West Rue, 5511",Mutum,MG,3144003
1394,1394,"Berriman  Crossroad, 6653",Frei Lagonegro,MG,3126950
1395,1395,"South Vale, 8528",Camacho,MG,3110400
1396,1396,"Durham Walk, 3507",Piripiri,PI,2208403
1397,1397,"Blake  Road, 4698",Ibicaraí,BA,2912103
1398,1398,"Becher  Road, 2817",São Gonçalo do Rio Preto,MG,3125507
1399,1399,"Camden  Hill, 1507",Lajinha,MG,3137700
1401,1401,"Woodland Vale, 2864",Botumirim,MG,3108503
1402,1402,"Railroad Rue, 3133",Lajeado Grande,SC,4209458
1403,1403,"Bush  Crossroad, 2669",São Ludgero,SC,4217006
1405,1405,"Woodland Rue, 4570",Linha Nova,RS,4311643
1406,1406,"King Edward  Hill, 3458",Presidente Olegário,MG,3153400
1407,1407,"Oxford Lane, 7450",Caieiras,SP,3509007
1408,1408,"Meadow Grove, 1881",Coronel José Dias,PI,2202851
1409,1409,"Liverpool  Street, 5702",Cerro Grande,RS,4305157
1410,1410,"Blake  Grove, 4555",Condeúba,BA,2908705
1411,1411,"Chatfield  Walk, 8857",Ouro Branco,AL,2706109
1412,1412,"Camdenhurst   Route, 5969",Iguatu,PR,4110052
1413,1413,"Ely  Walk, 4152",Nova Aliança,SP,3532801
1414,1414,"Clarges   Way, 7910",Calçado,PE,2603306
1415,1415,"Aspen Crossroad, 3680",Bom Jesus do Oeste,SC,4202578
1416,1416,"Apostle  Tunnel, 842",Itacoatiara,AM,1301902
1417,1417,"Durweston   Crossroad, 580",Camocim de São Félix,PE,2603504
1418,1418,"Apostle  Crossroad, 7991",Guaraciaba,SC,4206405
1419,1419,"Collins  Tunnel, 4554",Taquaruçu do Sul,RS,4321329
1420,1420,"Belmont Park Hill, 7730",São Ludgero,SC,4217006
1422,1422,"Burton  Crossroad, 5202",São Luiz,RR,1400605
1423,1423,"Tilloch   Alley, 3439",Bandeirantes,MS,5001508
1425,1425,"Badric  Walk, 6832",Nina Rodrigues,MA,2107209
1426,1426,"Ashley Street, 4420",Resplendor,MG,3154309
1427,1427,"Gautrey  Drive, 3242",Pardinho,SP,3536109
1428,1428,"Liverpool  Lane, 6175",Cândido Sales,BA,2906709
1429,1429,"Battis   Alley, 1376",Carrapateira,PB,2504108
1430,1430,"Badric  Lane, 5849",Santana do Acaraú,CE,2312007
1431,1431,"Kimberley  Street, 8568",Santa Cruz dos Milagres,PI,2209153
1432,1432,"Dutton   Street, 2447",São Valentim do Sul,RS,4319711
1433,1433,"Chart   Vale, 7395",Arapuã,PR,4101655
1434,1434,"Elia   Avenue, 6066",Messias,AL,2705200
1435,1435,"Carltoun   Way, 1335",Vargem Grande do Rio Pardo,MG,3170651
1436,1436,"Queensberry  Street, 6514",Xaxim,SC,4219705
1437,1437,"Tilson  Boulevard, 868",Cafelândia,PR,4103453
1438,1438,"Bedford  Drive, 3379",Oratórios,MG,3145851
1439,1439,"Coalecroft  Street, 4068",São João de Pirabas,PA,1507474
1440,1440,"Chatsworth  Crossroad, 4571",Espírito Santo,RN,2403509
1441,1441,"Victoria  Street, 6198",Santana,AP,1600600
1442,1442,"Sheraton   Way, 584",Mimoso de Goiás,GO,5213053
1443,1443,"Adelaide  Street, 1720",Sumidouro,RJ,3305703
1444,1444,"Cave   Boulevard, 1775",Lago dos Rodrigues,MA,2105948
1445,1445,"Cadogan  Drive, 820",Boa Esperança,ES,3201001
1446,1446,"Bendall   Avenue, 890",Atalaia do Norte,AM,1300201
1447,1447,"Belfort  Rue, 1149",Garopaba,SC,4205704
1448,1448,"Bolingbroke  Grove, 3362",Pedro Afonso,TO,1716505
1449,1449,"Hickory   Road, 5857",Pé de Serra,BA,2924058
1450,1450,"Canon Street, 5036",São Félix do Piauí,PI,2209609
1451,1451,"Woodland Street, 7279",Algodão de Jandaíra,PB,2500577
1452,1452,"Carlton  Lane, 8784",Areia Branca,RN,2401107
1453,1453,"Unwin  Road, 1104",Cristalina,GO,5206206
1454,1454,"Boldero   Walk, 3183",Planalto,RS,4314704
1455,1455,"Jackson Boulevard, 2193",Vitor Meireles,SC,4219358
1456,1456,"Blore  Walk, 7402",Nossa Senhora das Graças,PR,4116406
1457,1457,"Garfield Alley, 3917",Salitre,CE,2311959
1460,1460,"Fairfield  Crossroad, 5035",Santa Helena,PR,4123501
1461,1461,"Magnolia Boulevard, 646",Itatiba do Sul,RS,4310702
1462,1462,"Geary   Street, 557",Apiacás,MT,5100805
1463,1463,"Amwell    Lane, 3694",Lindóia do Sul,SC,4209854
1464,1464,"Babmaes    Street, 3853",Alvorada D'Oeste,RO,1100346
1465,1465,"Calverley  Road, 4005",Hidrolândia,GO,5209705
1466,1466,"Glenwood Lane, 2619",Carlos Gomes,RS,4304853
1467,1467,"St. Johs  Crossroad, 2194",Pantano Grande,RS,4313953
1468,1468,"Sherlock   Vale, 9942",Entre Rios do Oeste,PR,4107538
1469,1469,"Gathorne   Crossroad, 6905",Buritis,MG,3109303
1470,1470,"Chancellor  Tunnel, 8743",Onda Verde,SP,3534005
1471,1471,"Battersea   Hill, 1643",Barra do Jacaré,PR,4102703
1472,1472,"Bagford   Hill, 9169",Aurora,CE,2301703
1473,1473,"Glenwood Way, 2240",Mato Queimado,RS,4312179
1474,1474,"Fawn Pass, 1710",Moema,MG,3142403
1475,1475,"Chelsea Manor  Alley, 8369",Cassilândia,MS,5002902
1476,1476,"Catherine  Alley, 3695",Taió,SC,4217808
1477,1477,"Beechen  Crossroad, 5368",Curral de Cima,PB,2505279
1478,1478,"Camdenhurst   Rue, 7417",Dois Riachos,AL,2702504
1479,1479,"Westbourne Avenue, 5257",Maracaçumé,MA,2106326
1480,1480,"Bendall   Hill, 7101",Ascurra,SC,4201703
1481,1481,"Liverpool  Route, 8111",Regente Feijó,SP,3542404
1482,1482,"Thomas More   Street, 6926",Espigão D'Oeste,RO,1100098
1483,1483,"Coal Wharf  Rue, 568",Milagres do Maranhão,MA,2106672
1484,1484,"Bush  Alley, 9671",Pedro Gomes,MS,5006408
1485,1485,"Chantry   Vale, 5533",Itanhém,BA,2916005
1486,1486,"Becklow  Tunnel, 8897",Rio Largo,AL,2707701
1487,1487,"Collins  Walk, 922",Damianópolis,GO,5206701
1488,1488,"Victoria  Road, 8905",Conceição do Tocantins,TO,1705607
1490,1490,"Blackheath  Route, 8995",Forquilha,CE,2304350
1491,1491,"Glenwood Way, 4043",Jacarezinho,PR,4111803
1492,1492,"Egerton  Rue, 2527",Coqueiro Baixo,RS,4305835
1493,1493,"Cheltenham  Avenue, 7613",Pontal do Paraná,PR,4119954
1494,1494,"Coborn  Grove, 5825",Cruz do Espírito Santo,PB,2504900
1495,1495,"Beaconsfield  Crossroad, 9141",Passabém,MG,3147501
1498,1498,"Caxton  Route, 9504",Novo Jardim,TO,1715259
1499,1499,"Marischal  Road, 5228",Jaciara,MT,5104807
1500,1500,"Thoresby   Walk, 8112",Santa Tereza de Goiás,GO,5219605
1501,1501,"St. Johs  Lane, 3199",Pimenteiras,PI,2208106
1502,1502,"Carol   Boulevard, 6488",Taboleiro Grande,RN,2413805
1503,1503,"Bayberry Alley, 603",Flores de Goiás,GO,5207907
1504,1504,"Underwood  Avenue, 4270",Ingá,PB,2506806
1505,1505,"Sherlock   Tunnel, 7791",Adamantina,SP,3500105
1506,1506,"Baynes  Drive, 3644",Maurilândia do Tocantins,TO,1712801
1507,1507,"Marina  Tunnel, 818",Roseira,SP,3544301
1508,1508,"Lonsdale  Tunnel, 867",Marinópolis,SP,3529104
1509,1509,"Arthur  Grove, 4725",Tupã,SP,3555000
1511,1511,"Parkfield  Lane, 6271",Itatiba do Sul,RS,4310702
1512,1512,"Camden  Crossroad, 7550",Natércia,MG,3144409
1513,1513,"Blackheath   Road, 6598",Itapema,SC,4208302
1515,1515,"Bede  Boulevard, 4371",Piquet Carneiro,CE,2310902
1516,1516,"Cockspur  Way, 612",Porto Esperidião,MT,5106828
1517,1517,"Empress  Route, 3207",Matos Costa,SC,4210704
1518,1518,"Bolingbroke  Lane, 8128",Palma,MG,3146701
1519,1519,"Carol   Hill, 1058",Florestópolis,PR,4108007
1520,1520,"Under  Tunnel, 2396",Treze Tílias,SC,4218509
1521,1521,"Ampton  Street, 6113",Terra Rica,PR,4127304
1522,1522,"Birkin   Route, 9068",Santa Bárbara do Monte Verde,MG,3157278
1523,1523,"Timothy  Vale, 390",Pardinho,SP,3536109
1524,1524,"Sherlock   Street, 5892",Itaguaçu da Bahia,BA,2915353
1525,1525,"Carnegie   Walk, 3025",Nova Santa Rita,PI,2207959
1526,1526,"Angel  Avenue, 4692",Delfim Moreira,MG,3121100
1527,1527,"West Boulevard, 3895",Laranjeiras,SE,2803609
1528,1528,"Collins  Road, 5749",São Lourenço do Sul,RS,4318804
1529,1529,"Yorkshire  Tunnel, 1329",Paulista,PB,2510907
1530,1530,"Battis   Crossroad, 5325",Monte Alegre,PA,1504802
1531,1531,"Oxford Alley, 9358",Astolfo Dutra,MG,3104601
1532,1532,"Chelsea Manor  Route, 3531",Itambé,BA,2915809
1533,1533,"Caroline  Grove, 4323",Paranavaí,PR,4118402
1534,1534,"Lincoln Road, 5498",Almino Afonso,RN,2400604
1535,1535,"Clyde Grove, 8759",Jordânia,MG,3136504
1536,1536,"Norland  Street, 9776",Bandeirante,SC,4202081
1537,1537,"Dyott   Crossroad, 7032",Brejinho,RN,2401800
1538,1538,"Angela   Rue, 4931",Ângulo,PR,4101150
1539,1539,"King Walk, 3438",Guarani das Missões,RS,4309506
1540,1540,"Collent   Drive, 7789",Santo Expedito,SP,3548302
1541,1541,"Camberwell  Avenue, 70",Marataízes,ES,3203320
1542,1542,"Wakley   Alley, 8763",Guaratuba,PR,4109609
1543,1543,"Bloomsbury  Boulevard, 9720",Ipanema,MG,3131208
1544,1544,"Queen Avenue, 552",São Valentim,RS,4319703
1545,1545,"Bacton   Street, 4564",Altos,PI,2200400
1546,1546,"Westbourne Tunnel, 5865",Guaiúba,CE,2304954
1547,1547,"Blue Anchor  Drive, 6772",Paraíso do Norte,PR,4118006
1548,1548,"Blomfield  Rue, 3849",Coluna,MG,3116803
1549,1549,"Dyott   Grove, 8073",Itaguajé,PR,4110904
1551,1551,"Unwin  Alley, 827",Bom Jesus do Sul,PR,4103156
1552,1552,"Hampden  Vale, 2813",Brejo de Areia,MA,2102150
1553,1553,"Clifton  Crossroad, 7664",Timbé do Sul,SC,4218103
1554,1554,"Earl Rise Grove, 1080",Aiquara,BA,2900603
1555,1555,"Abbots   Walk, 7899",Paquetá,PI,2207553
1556,1556,"Cloth  Rue, 6781",Gameleira,PE,2605905
1557,1557,"Belmont Park Road, 8247",Cravinhos,SP,3513108
1558,1558,"Dunton  Hill, 5794",Atalaia,AL,2700409
1559,1559,"Vincent  Pass, 3561",Araras,SP,3503307
1560,1560,"Rail Lane, 846",Ribeirão do Sul,SP,3543204
1561,1561,"Eldon  Road, 2363",Pinheiral,RJ,3303955
1562,1562,"Gatonby   Crossroad, 8367",Resende,RJ,3304201
1563,1563,"Cavell   Walk, 6874",Baía Formosa,RN,2401404
1566,1566,"Chamberlain  Way, 3824",Pedro Leopoldo,MG,3149309
1567,1567,"Thoresby   Walk, 3358",Alumínio,SP,3501152
1568,1568,"Maple Tunnel, 8569",Paial,SC,4211876
1569,1569,"Becklow  Vale, 1743",Bela Vista do Paraíso,PR,4102802
1570,1570,"Victorian  Drive, 3517",Peri Mirim,MA,2108405
1571,1571,"Heritage Road, 9007",Januária,MG,3135209
1572,1572,"Birkenhead   Street, 2443",Ipiranga do Norte,MT,5104526
1573,1573,"Parkfield  Route, 5162",Nova Olinda,TO,1714880
1575,1575,"Gathorne   Hill, 6147",Siqueira Campos,PR,4126603
1576,1576,"Wadham  Street, 4608",Andorinha,BA,2901353
1577,1577,"Camera  Street, 2536",Pedro Gomes,MS,5006408
1578,1578,"Adams  Drive, 2946",Palmeirais,PI,2207504
1579,1579,"Commercial  Rue, 5245",Ouro Verde,SC,4211850
1580,1580,"Blenkarne  Rue, 5856",Castilho,SP,3511003
1581,1581,"St. Pauls  Tunnel, 6146",Flor do Sertão,SC,4205357
1582,1582,"Union  Crossroad, 8487",Três Forquilhas,RS,4321832
1583,1583,"Ellerslie Road, 2440",Joanésia,MG,3136108
1584,1584,"Thomas More   Drive, 1958",Araújos,MG,3103900
1585,1585,"Udall   Grove, 8067",Abaré,BA,2900207
1586,1586,"Chapel  Route, 8620",Ciríaco,RS,4305504
1587,1587,"Zealand Lane, 8774",Matupá,MT,5105606
1588,1588,"Westbourne Pass, 7101",Pinhão,SE,2805208
1589,1589,"Coley  Road, 4863",Fagundes,PB,2506103
1590,1590,"Cleveland  Crossroad, 4192",Várzea Nova,BA,2933158
1591,1591,"Catherine  Street, 9923",Cachoeira Alta,GO,5204102
1592,1592,"Victoria  Boulevard, 5396",São Lourenço,MG,3163706
1593,1593,"Walnut Lane, 4530",Casa Grande,MG,3114907
1594,1594,"Waite  Boulevard, 5087",São Pedro do Iguaçu,PR,4125753
1595,1595,"Fair Road, 7128",Tururu,CE,2313559
1597,1597,"Callcott   Grove, 1046",Abreulândia,TO,1700251
1599,1599,"Abourne   Hill, 5619",Arari,MA,2101004
1600,1600,"Aspen Route, 5733",Herculândia,SP,3519006
1601,1601,"Rosewood Tunnel, 265",Brasilândia,MS,5002308
1602,1602,"Longmoore   Drive, 4539",Neópolis,SE,2804409
1603,1603,"Camley   Crossroad, 3217",Santa Luzia D'Oeste,RO,1100296
1604,1604,"Abbotswell  Road, 2693",Tavares,PB,2516607
1605,1605,"Vintners  Tunnel, 688",Sucupira do Riachão,MA,2111953
1606,1606,"Thomas  Way, 1516",Campo Mourão,PR,4104303
1607,1607,"Charnwood   Crossroad, 5346",Jaboticatubas,MG,3134608
1608,1608,"Cable    Road, 3688",Formiga,MG,3126109
1609,1609,"Aspen Road, 1005",Costa Rica,MS,5003256
1610,1610,"Kingly  Route, 8684",Belo Horizonte,MG,3106200
1611,1611,"Thurloe   Alley, 6542",Figueira,PR,4107751
1612,1612,"Caxton  Tunnel, 2003",Cruz Machado,PR,4106803
1613,1613,"Westbourne Grove, 3242",Faria Lemos,MG,3125309
1614,1614,"Geary   Route, 3412",Costa Rica,MS,5003256
1615,1615,"Elf  Avenue, 355",Ijaci,MG,3130408
1616,1616,"Chapel  Boulevard, 4672",Matões,MA,2106607
1617,1617,"Ernest  Rue, 6467",Japurá,PR,4112405
1618,1618,"Betton  Rue, 8010",Itajobi,SP,3521903
1619,1619,"Betton  Way, 2503",Nova Olinda,CE,2309201
1620,1620,"English   Grove, 3540",Neópolis,SE,2804409
1621,1621,"Wake  Alley, 2286",Itapé,BA,2916203
1622,1622,"Blackheath   Hill, 7772",Sete Quedas,MS,5007703
1623,1623,"Vintners  Way, 7443",Taquaral de Goiás,GO,5221007
1624,1624,"Fair Boulevard, 2597",Fortaleza de Minas,MG,3126307
1625,1625,"Bempton   Crossroad, 6246",Porto Alegre do Piauí,PI,2208551
1626,1626,"Amwell    Street, 2190",Mundo Novo,GO,5214051
1627,1627,"Canon Road, 2515",Iporã do Oeste,SC,4207650
1628,1628,"Wadham  Crossroad, 6711",Álvares Florence,SP,3501202
1629,1629,"Sherwood  Walk, 4069",Santa Leopoldina,ES,3204500
1630,1630,"York Boulevard, 8085",Itaboraí,RJ,3301900
1631,1631,"Belmore  Way, 2566",Nova Independência,SP,3533205
1632,1632,"Cheltenham  Hill, 2184",Lins,SP,3527108
1633,1633,"Hamilton  Way, 3670",Parauapebas,PA,1505536
1634,1634,"Bede  Drive, 3858",Lucrécia,RN,2406908
1636,1636,"Coalecroft  Walk, 5224",Caruaru,PE,2604106
1637,1637,"Oxford Route, 7470",Novo Santo Antônio,MT,5106315
1638,1638,"Balfour    Hill, 9038",Marabá,PA,1504208
1639,1639,"Shepherds  Crossroad, 8834",Capitão de Campos,PI,2202406
1640,1640,"Clifton  Drive, 583",Rio Claro,RJ,3304409
1641,1641,"Carnegie   Crossroad, 1986",Santa Fé,PR,4123402
1642,1642,"Vine  Rue, 9587",Tijucas,SC,4218004
1643,1643,"Chart   Drive, 5230",Santo Anastácio,SP,3547700
1644,1644,"Archery  Lane, 5700",Felício dos Santos,MG,3125408
1645,1645,"Bloomsbury  Way, 5739",Águas Lindas de Goiás,GO,5200258
1646,1646,"Gavel   Tunnel, 8698",Formigueiro,RS,4308409
1647,1647,"Gate   Drive, 3679",São Vicente,SP,3551009
1648,1648,"Howard Grove, 9718",Lagoinha do Piauí,PI,2205540
1649,1649,"Black Swan  Avenue, 3755",Cristalândia,TO,1706100
1650,1650,"Yoakley Crossroad, 4823",Cruz Alta,RS,4306106
1651,1651,"Linda Lane Lane, 2754",Ruy Barbosa,BA,2927200
1652,1652,"Jackson Alley, 4201",Cerro Azul,PR,4105201
1655,1655,"Andsell    Rue, 4777",Pindoretama,CE,2310852
1656,1656,"Bective  Vale, 7370",Pariquera-Açu,SP,3536208
1657,1657,"Parkfield  Tunnel, 8670",Seara,SC,4217501
1659,1659,"Fieldstone Avenue, 4510",São Luís do Curu,CE,2312601
1661,1661,"Union  Pass, 5340",Romelândia,SC,4215208
1662,1662,"Bellenden   Way, 9858",Santana da Ponte Pensa,SP,3547205
1664,1664,"Becklow  Road, 1784",Riacho de Santana,RN,2410801
1665,1665,"Geary   Road, 8",Colinas,MA,2103505
1666,1666,"Cedarne  Alley, 7589",Montauri,RS,4312351
1667,1667,"Sherlock   Vale, 8956",Parintins,AM,1303403
1668,1668,"Bliss  Walk, 5495",Ibititá,BA,2913101
1669,1669,"Cavaye  Lane, 5047",Santa Rita,PB,2513703
1670,1670,"Eldon  Road, 2006",Itapipoca,CE,2306405
1671,1671,"Chambers  Vale, 7581",Paranã,TO,1716208
1672,1672,"Union  Road, 903",Monte do Carmo,TO,1713601
1673,1673,"Berry  Avenue, 4665",Córrego Fundo,MG,3119955
1674,1674,"Camdenhurst   Tunnel, 3416",Água Doce do Norte,ES,3200169
1675,1675,"Clavell   Tunnel, 3380",Nova Ramada,RS,4313334
1676,1676,"Arlington  Route, 7675",Lagoão,RS,4311254
1677,1677,"Woodland Tunnel, 907",Manhuaçu,MG,3139409
1678,1678,"Duthie   Walk, 895",Salinas da Margarida,BA,2927309
1679,1679,"Durweston   Boulevard, 3392",Salgado de São Félix,PB,2513109
1680,1680,"Carolina  Route, 3188",Lagoa Grande,PE,2608750
1681,1681,"Queen Hill, 7233",Riachão,MA,2109502
1683,1683,"Shepherds  Street, 7046",Cachoeira do Sul,RS,4303004
1684,1684,"Bingham   Route, 674",Nossa Senhora de Lourdes,SE,2804706
1686,1686,"Thomas Doyle   Street, 9975",Ourizona,PR,4117404
1687,1687,"Angrave    Alley, 8057",Avanhandava,SP,3504404
1688,1688,"Arlington  Rue, 6791",João Costa,PI,2205359
1689,1689,"Bermondsey    Avenue, 6390",Pombos,PE,2611309
1690,1690,"Sheffield Rue, 4202",Xapuri,AC,1200708
1691,1691,"Collingwood  Tunnel, 9052",Boa Vista do Buricá,RS,4302204
1692,1692,"Cheltenham  Drive, 5574",Corupá,SC,4204509
1693,1693,"Cardinal Way, 7796",Junco do Maranhão,MA,2105658
1694,1694,"Billing  Road, 8993",Passa e Fica,RN,2409100
1696,1696,"Virginia Route, 3089",Piraí do Sul,PR,4119400
1697,1697,"Chester  Lane, 450",Prudente de Morais,MG,3153608
1698,1698,"Blackall   Alley, 3428",Granjeiro,CE,2304806
1699,1699,"Collingwood  Drive, 5020",Reriutaba,CE,2311702
1701,1701,"Badric  Vale, 1897",Nova Mamoré,RO,1100338
1702,1702,"Cato   Lane, 9846",Antônio Carlos,MG,3102902
1703,1703,"Catherine  Hill, 762",Santo Antônio do Monte,MG,3160405
1704,1704,"Norfolk  Street, 2637",Santana de Mangueira,PB,2513505
1705,1705,"Cleveland  Vale, 749",Rio Grande,RS,4315602
1706,1706,"Vine  Vale, 31",Natércia,MG,3144409
1707,1707,"Coalecroft  Vale, 4109",Dona Emma,SC,4205100
1708,1708,"Belmore  Hill, 245",Monteirópolis,AL,2705408
1709,1709,"Adderley   Pass, 2687",Vermelho Novo,MG,3171154
1710,1710,"Lake Rue, 2169",Belém,AL,2700805
1711,1711,"Clissold  Route, 9297",Itaipulândia,PR,4110953
1712,1712,"Camberwell  Street, 9177",São Pedro do Suaçuí,MG,3164100
1713,1713,"Kingly  Hill, 690",Urucuia,MG,3170529
1714,1714,"Bedford  Route, 7640",Aguanil,MG,3100807
1715,1715,"Bekesbourne   Vale, 6632",Itaiópolis,SC,4208104
1716,1716,"Blenkarne  Boulevard, 8043",Porto Barreiro,PR,4120150
1717,1717,"Cleaver Drive, 98",Curuçá,PA,1502905
1718,1718,"Lake Route, 6393",Licínio de Almeida,BA,2919405
1719,1719,"Duthie   Pass, 1392",Itaúna,MG,3133808
1720,1720,"Edwin   Walk, 3303",Calçado,PE,2603306
1721,1721,"Cliffords  Rue, 4824",Lambari,MG,3137809
1723,1723,"Walnut Pass, 3284",Primeira Cruz,MA,2109403
1724,1724,"Sundown Lane, 5559",Aparecida do Rio Negro,TO,1701101
1725,1725,"Kinglake  Grove, 6598",Lourdes,SP,3527256
1726,1726,"Dunstans  Grove, 6225",Silvianópolis,MG,3167400
1727,1727,"Ellerman   Alley, 9355",Panelas,PE,2610202
1728,1728,"Camera  Route, 1867",Ibirarema,SP,3519501
1730,1730,"Jackson Vale, 2062",Muniz Freire,ES,3203700
1732,1732,"Coborn  Road, 4566",São João do Oriente,MG,3162609
1733,1733,"Dunstans  Crossroad, 5320",Aimorés,MG,3101102
1734,1734,"Thurloe   Drive, 4087",Cabixi,RO,1100031
1735,1735,"Bell    Route, 7450",São Bento do Sapucaí,SP,3548609
1737,1737,"Capeners  Road, 5205",Caturama,BA,2907558
1738,1738,"Bell    Lane, 5151",Rodelas,BA,2927101
1739,1739,"Virgil   Street, 7982",Angelândia,MG,3102852
1740,1740,"Canning  Boulevard, 8125",Massaranduba,PB,2509206
1741,1741,"Caldwell   Route, 6317",Ajuricaba,RS,4300208
1742,1742,"Bellenden   Road, 1491",Salto Veloso,SC,4215406
1743,1743,"Tiptree   Route, 5791",Nhandeara,SP,3532603
1744,1744,"Cingworth  Tunnel, 642",Inhacorá,RS,4310413
1745,1745,"Lincoln Tunnel, 4919",Guaraqueçaba,PR,4109500
1746,1746,"Calshot   Tunnel, 7682",Antônio Carlos,SC,4201208
1747,1747,"Jackson Walk, 8546",Icaraí de Minas,MG,3130051
1749,1749,"Thomas  Hill, 9840",Mata Verde,MG,3140555
1750,1750,"Becklow  Boulevard, 4233",Guapé,MG,3128105
1751,1751,"Lonsdale  Crossroad, 3834",São Roque de Minas,MG,3164308
1752,1752,"Chestnut  Drive, 2728",Timbaúba dos Batistas,RN,2414308
1753,1753,"Becklow  Boulevard, 8334",Capitão de Campos,PI,2202406
1754,1754,"Littlebury  Boulevard, 898",Sarandi,PR,4126256
1755,1755,"Aylward   Street, 6144",Santana do Mundaú,AL,2708105
1756,1756,"Boleyn  Boulevard, 9284",Emilianópolis,SP,3515129
1757,1757,"Chester      Vale, 339",Baturité,CE,2302107
1758,1758,"Earl Rise Way, 6682",São Domingos do Prata,MG,3161007
1759,1759,"Longmoore   Pass, 3868",Rio Doce,MG,3155009
1760,1760,"Carpenter Street, 2427",Jaboticatubas,MG,3134608
1761,1761,"Erindale Road, 7682",Itapicuru,BA,2916500
1762,1762,"Thoresby   Route, 5246",Nova Glória,GO,5214861
1763,1763,"Dunstable   Boulevard, 2300",Riacho das Almas,PE,2611705
1764,1764,"Aspen Vale, 3895",Macieira,SC,4210050
1765,1765,"Virginia Route, 5708",Mazagão,AP,1600402
1766,1766,"Clissold  Lane, 4754",São José do Inhacorá,RS,4318499
1767,1767,"Kilner   Tunnel, 6778",Macatuba,SP,3528007
1768,1768,"Carlisle  Alley, 4814",Reduto,MG,3154150
1769,1769,"Arlington  Grove, 7787",São Sebastião do Passé,BA,2929503
1770,1770,"Arlington  Rue, 852",Alto Rio Doce,MG,3102100
1771,1771,"Ely  Avenue, 1348",Serra do Navio,AP,1600055
1772,1772,"Sherlock   Alley, 8693",Água Azul do Norte,PA,1500347
1773,1773,"Angela   Alley, 8970",Santa Cruz do Arari,PA,1506401
1774,1774,"Cavendish Boulevard, 2163",Mendes,RJ,3302809
1775,1775,"Thomas More   Lane, 3426",Uruguaiana,RS,4322400
1776,1776,"Wager   Rue, 3690",Imbé de Minas,MG,3130556
1779,1779,"Cam  Pass, 8137",Silveiras,SP,3552007
1780,1780,"Clavell   Drive, 1636",Jaborandi,BA,2917359
1781,1781,"Queen Walk, 8532",Pitanga,PR,4119608
1782,1782,"Jackson Lane, 4640",Palma,MG,3146701
1783,1783,"Clissold  Tunnel, 6689",Conceição do Tocantins,TO,1705607
1784,1784,"North Avenue, 7964",Cruz,CE,2304251
1785,1785,"Sundown Grove, 2842",Caldas,MG,3110301
1786,1786,"Elgood   Vale, 3622",Cerro Azul,PR,4105201
1787,1787,"Blackwall  Grove, 5047",Brejo Grande do Araguaia,PA,1501758
1788,1788,"Apollo  Drive, 4111",Riozinho,RS,4315750
1789,1789,"Chestnut  Street, 6078",São Bernardo,MA,2110609
1790,1790,"Elba  Alley, 4630",Laurentino,SC,4209508
1791,1791,"Arbutus   Alley, 508",Peixe,TO,1716604
1792,1792,"Caldwell   Vale, 3746",Presidente Castelo Branco,PR,4120408
1793,1793,"Catherine  Hill, 7508",Colatina,ES,3201506
1794,1794,"Bazely   Boulevard, 2469",Pau D'Arco do Piauí,PI,2207793
1795,1795,"Comet House  Boulevard, 6281",Aiuaba,CE,2300408
1796,1796,"Battersea   Boulevard, 5955",Ipixuna do Pará,PA,1503457
1797,1797,"North Boulevard, 8724",Imperatriz,MA,2105302
1798,1798,"Bales  Lane, 1019",Moeda,MG,3142304
1799,1799,"Ayres   Alley, 4777",Equador,RN,2403400
1800,1800,"Chapel  Street, 8276",Matelândia,PR,4115606
1801,1801,"Glenwood Street, 1087",Santa Luzia,PB,2513406
1802,1802,"Bicknell  Tunnel, 1405",Capela de Santana,RS,4304689
1803,1803,"Canon Alley, 9810",Boa Esperança do Iguaçu,PR,4103024
1804,1804,"Blean   Hill, 980",Juranda,PR,4112959
